Degradability	Length	LysRatio	Acetylation_1	Acetylation_2	Methylation_1	Methylation_2	Methylation.K_1	Phosphorylation_1	Phosphorylation_2	Sumoylation_1	Ubiquitination_1	Ubiquitination_2	DisorderFraction	nInteract	nComplex	MOLT4_RNA	MOLT4_Protein	MOLT4_H3K27ac	Detectability	MLN4924_DMSO.PSI	MLN4924.PSI	SCF_DMSO.PSI	SCF.PSI	CRL3_DMSO.PSI	CRL3.PSI	CRL4_DMSO.PSI	CRL4.PSI	GPSarray	GPSseq	Cterminome	Nterminome	Mathieson2018_Bcells_Halflife	Mathieson2018_NKs_Halflife	Mathieson2018_Hepatocytes_Halflife	Mathieson2018_Monocytes_Halflife	Mathieson2018_mNeurons_Halflife	Boisvert2012_Hela_Whole_Turnover	Boisvert2012_Hela_Cytoplasm_Turnover	Boisvert2012_Hela_Nucleus_Turnover	Boisvert2012_Hela_Nucleolus_Turnover	Selbach2011_NIH3T3_Halflife	Zecha2018_Hela_Halflife
PKN1	low	942	0.0435244161358811	0.024390243902439	0	0.0256410256410256	0.00854700854700855	0	0.313432835820896	0.208955223880597	0	0.292682926829268	0.0975609756097561	0.063	399	1	6.5623685763967	0.512698040273646	2.494	1	4.27590400993088	4.14646067328399	4.87605161650787	4.81707198096249	4.71937998297879	4.95398119068697	3.93194377734129	4.22937976132439	4.45081984668971	4.385	3.93533333333333	3.8655016935457	62.153	134.4855	66.786	79.2035	40.6145	16.55290031	14.14050007	18.5114786971429	6.659699917	44.9371428571429	50.09753736
PKN2	low	984	0.0670731707317073	0.0454545454545455	0	0.0150375939849624	0	0.0151515151515152	0.380952380952381	0.224489795918367	0	0.318181818181818	0.0757575757575758	0.005	361	0	4.64549978351006	-0.440373435980755	1.913	0.834437086092715	5.91136858106716	5.89329204030599	4.9654488927269	4.95107959102461	5.12094532163757	5.25049461838107	5.24357578828673	5.01859965249461	5.31033464592959	3.19883333333333	4.057	4.31533333333333	44.711	46.933	103.965788880986	44.331	48.944	16.50420046	16.85794973	12.99560022	12.35628462	33.08	52.16276543
PRKCE	low	737	0.0746268656716418	0.0363636363636364	0	0	0	0	0.273809523809524	0.178571428571429	0.0181818181818182	0.0545454545454545	0.0181818181818182	0.038	448	0	3.05800346288961	0.598525804025163	1.637	0.966887417218543	5.2079267082614	5.28296892671168	5.66646132919904	5.79119752561323	4.84608335625405	4.92356179133468	5.65043175021046	5.09480222741689	5.34272578598124	4.09466666666667	3.47966666666667	1.78533333333333	111.936168138734	264.439578776776	21.303	102.312612739814	40.1015	0	18.1529200284387	19.2548421031562	16.6467992267176	16.35	46.3194408175
PRKCQ	low	706	0.0821529745042493	0.0344827586206896	0.0172413793103448	0	0	0	0.233766233766234	0.168831168831169	0	0.603448275862069	0.258620689655172	0.018	389	0	5.22115375995639	1.47077824949717	0.73	0.860927152317881	6.35457070043143	6.36635402184034	5.6349218215469	5.83977552565774	5.36911195245162	5.45878177122856	4.36588752462306	4.2814551821668	5.43112299976325	3.48203146787207	1.934	3.45066666666667	69.809	95.646	103.965788880986	102.312612739814	55.35473944767	14.735833486	5.613299847	16.503849745	18.94264984	75.45	47.59022964625
PRKD2	low	878	0.0455580865603645	0.075	0	0	0	0	0.321678321678322	0.251748251748252	0	0.35	0.125	0.132	33	0	4.95793951718279	1.40947330439958	0.14	1	4.75971338797593	4.68619462657252	4.6510002172117	4.63750798269254	4.84490832041208	4.84873496147701	4.76165391996228	5.09646920940681	4.7543189613905	4.44066666666667	3.95838544428108	3.36933333333333	97.427	166.8215	52.768	116.479428571429	53.7336666666667	20.17504978	22.27896659	20.0007998925	18.71592522	40.915	42.32576523
PRKD3	low	890	0.0550561797752809	0	0	0	0	0	0.218543046357616	0.172185430463576	0	0.122448979591837	0.0204081632653061	0.045	19	0	4.09672446280127	-0.367761545466813	1.001	0.940397350993378	4.64938608148773	4.60273052038697	4.73790142672951	4.81519710850046	4.88732345363431	5.14554902955089	4.78397108908895	4.87049027136514	4.76464551273513	4.2089968302161	4.16535106673439	4.636	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	21.0448018061	22.187330248	22.6607344125	25.224976699	82.9309789096696	39.11665805
PRKDC	low	4128	0.0668604651162791	0.141304347826087	0.0833333333333333	0.0346232179226069	0.00407331975560082	0.0217391304347826	0.224522292993631	0.0987261146496815	0.0072463768115942	0.717391304347826	0.619565217391304	0.096	897	15	7.21220355199807	2.92727987976937	1.952	1	5.44353527566549	5.42500359668358	5.68081025313121	5.65935694968579	5.64178152278229	5.71435686438559	5.67711942390545	5.68278293900366	5.61081161887111	4.28930298960629	3.09366666666667	4.14466666666667	174.21	904.686	85.185	215.1005	90.0037777777778	25.62929916	21.68859959	25.43055058	25.82975006	70.1	94.41424498
PRPF4B	low	1007	0.127110228401192	0.1171875	0.015625	0.00398406374501992	0	0.0078125	0.538461538461538	0.443786982248521	0.015625	0.0859375	0	0.667	140	2	5.87712412170256	-1.02466033062258e-16	1.787	1	5.37819029674664	5.44544403293562	5.49594639654873	5.53910225137346	5.80716582887527	5.84568102829669	5.42993132723215	5.5739814577049	5.5278084623507	4.08380632702687	3.19566666666667	4.38966666666667	109.8395	294.2435	51.2085	64.985	47.7725	24.40980053	28.97499943	24.40330029	9.880000114	135.01	33.69699468
RIOK1	low	568	0.100352112676056	0	0	0.0315789473684211	0.0105263157894737	0.0350877192982456	0.222222222222222	0.123456790123457	0	0.192982456140351	0.0350877192982456	0.533	71	0	5.79076234596167	-0.0987123554925429	1.095	1	4.85906361274855	4.66371071075426	5.50409790765401	5.51538183240223	5.77872108097624	6.01193813812647	5.00928159146295	4.49387472382122	5.28779104821044	3.48125645717696	4.31566666666667	4.617	25.758	72.970875	56.79	52.312	23.6635	8.689700127	18.96569967	8.581899643	16.6467992267176	16.76	20.18626457
RIOK3	low	519	0.0867052023121387	0	0	0	0	0	0.191176470588235	0.176470588235294	0	0.511111111111111	0.311111111111111	0.075	15	0	4.49857076874904	0.149907487155938	1.031	0.966887417218543	5.5594324916697	5.49105068917498	5.65656884546899	5.8260605990061	5.14408795146727	5.24663823864758	4.80631237587125	4.20439279518474	5.2916004161193	4.10333333333333	4.03357092891398	3.87266666666667	111.936168138734	264.439578776776	19.515	102.312612739814	23.239	15.24412465	18.1529200284387	14.88929963	23.33200073	82.9309789096696	5.691032882
ROCK1	low	1354	0.100443131462334	0.0220588235294118	0.00735294117647059	0	0	0	0.265193370165746	0.143646408839779	0	0.132352941176471	0.00735294117647059	0.025	483	1	5.21512933240599	1.43654980861211	0.955	0.966887417218543	4.62962480424591	4.81466100661103	4.86172488499501	4.82785797615272	4.84247352381755	4.84407125969871	4.8296258612598	4.6187791927106	4.79086226857957	3.78161506354361	4.03365295124763	4.657	80.4825	179.0025	61.1005	91.251	114.314	20.51115030125	18.56999969	22.3655625575	17.518098891	47.32	97.44367078
ROCK2	low	1388	0.103746397694524	0.0208333333333333	0	0.00454545454545455	0.00454545454545455	0.00694444444444444	0.25	0.130681818181818	0	0.3125	0.0138888888888889	0.003	407	1	4.11993782164019	1.39721126124076	0.998	1	4.15906458858341	4.08340416253694	4.63498410104196	4.92049529358347	4.47701866021891	4.44779882420447	4.65252048077226	4.47002537846442	4.48089695765413	3.31737656044172	3.975	3.85983333333333	67.81	264.439578776776	100.297	145.3625	57.5165	20.88574982	20.62730026	10.24199963	20.94336907	89.93	78.92270671
RPS6KB1	low	525	0.0666666666666667	0.0571428571428571	0.0285714285714286	0.0147058823529412	0	0	0.342857142857143	0.257142857142857	0	0.228571428571429	0.0571428571428571	0.198	504	0	4.97381102080678	0.539495946847269	2.013	1	5.15697915270678	5.2284007534463	5.07196269468817	5.1637063146288	5.95334789580161	5.93333925136029	5.42372348210503	5.50363541268997	5.4015033063254	4.57534025483767	3.62666666666667	4.56781761113844	71.068	38.85425	103.965788880986	85.5981	40.0005	15.175299643	7.092150211	20.68484974	0.094910026	30.03	48.06845912
SLK	low	1235	0.102024291497976	0	0	0.0158730158730159	0	0.0158730158730159	0.390532544378698	0.248520710059172	0	0.214285714285714	0.0476190476190476	0.014	58	0	4.76450778226308	-0.207096508129307	1.389	0.834437086092715	4.61411219702339	4.54815873404091	4.54667584407374	4.56816251209276	4.76209669967172	4.94429923090957	4.98362677808557	4.70221689235309	4.7266278797136	4.13469030881677	3.19566666666667	3.25233333333333	76.74	203.136	1128.80833333333	77.0675	59.4415	18.2904501	18.27270031	9.707699776	10.13370037	61.47	59.44658495
SRPK1	low	655	0.0916030534351145	0.1	0.0166666666666667	0.0114942528735632	0	0	0.239583333333333	0.135416666666667	0	0.15	0.1	0.385	218	3	6.40685025760267	-1.02466033062258e-16	1.431	1	4.75546950465114	4.47097513677624	4.43560056155822	4.65427904616057	5.16624846366429	4.8250159229644	5.81225281436293	5.36125805935665	5.04239283605915	4.521	3.65932248903695	3.41	44.955	70.6544166666667	31.364	46.572	30.4285	8.574399948	16.25479984	18.20790005	2.132975101	31.98	31.09004873
STK11	low	433	0.0739030023094688	0.3125	0.09375	0	0	0	0.241379310344828	0.137931034482759	0.03125	0	0	0.099	525	2	4.87623554868964	0.931320493629196	2.187	0.986754966887417	4.71735716841696	4.52428405126224	4.63438623929732	4.59041446682243	4.95648544182388	4.46588217641783	4.99443726612154	4.90667494423922	4.82566652891492	3.852	3.913203857939	4.41866666666667	111.936168138734	264.439578776776	15.833	102.312612739814	43.837	14.77910781	11.51855731	8.359437465	11.47095013	19.18	27.45761738
STK16	low	305	0.0327868852459016	0	0	0	0	0	0.121212121212121	0.0909090909090909	0	0.1	0	0.023	33	0	2.93263745231891	-1.86820581870077	1.823	0.483443708609272	5.07769803989477	4.89341972020529	4.73304481225148	4.66896018683632	5.55660578680756	5.36188300014267	4.71311851065408	4.9470728701404	5.02011678740198	4.61633333333333	3.3326292029924	1.69433333333333	111.936168138734	264.439578776776	20.6935	102.312612739814	35.467	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	37.82	51.16776513
STK24	low	443	0.0857787810383747	0	0	0	0	0	0.257142857142857	0.157142857142857	0	0.342105263157895	0.105263157894737	0.045	317	0	5.39085582615529	0.172341834794462	1.396	1	5.21703340940428	5.22575964280162	5.11761050479518	5.15926680297207	5.27939801295103	4.87967766047615	5.57332290144763	5.52376698198881	5.29684120714953	4.11000753636182	3.249	4.467	74.833	135.3465	49.4163333333333	40.994	55.341	19.25849915	18.48189926	20.57290077	20.899199965	58.72	59.34000835
STK3	low	491	0.0814663951120163	0	0	0	0	0	0.3	0.228571428571429	0	0.4	0.175	0.232	142	3	3.70366538357421	0.883515285508888	0.985	1	5.32302453590324	5.41224435748718	5.03581103442848	5.1741695743494	4.62685407403362	4.76916649321137	4.83343059903158	4.40567462155393	4.95478006084923	3.84466666666667	4.43033333333333	3.64966666666667	72.1785714285714	100.3915	58.2765	54.679	15.865	18.18110085	0	0	0	25.55	37.83903998
STK38L	low	464	0.0818965517241379	0	0	0.0149253731343284	0	0	0.197183098591549	0.154929577464789	0	0.394736842105263	0.210526315789474	0	414	0	4.61022984418291	0.576804215912231	1.8	1	4.49468845103679	4.60033876093584	4.56850265418455	4.66050109050284	6.00179701727891	5.9314696933287	4.67996938000107	4.52710386936922	4.93623937562533	4.31934032453518	3.10165963980841	3.68560665095069	98.712	68.5667857142857	66.297875	42.782	55.35473944767	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	22.85	7.362467575
STK39	low	545	0.073394495412844	0.075	0.025	0.0461538461538462	0	0.05	0.28169014084507	0.126760563380282	0	0.35	0.175	0.116	53	1	5.77581794876698	0.795115773682229	0.983	1	4.97867161988359	4.98650779756764	4.85935793019978	4.99529281741122	4.83994419755153	5.04295387396458	4.92222582798247	4.24381593825541	4.90004989390434	4.401	3.01866666666667	4.662	86.8925	366.3145	1821.7108125	127.5465	71.1585	15.41088963	24.93875027	26.47209978	12.309147595	63.7	56.07986898
TAOK1	low	1001	0.0709290709290709	0.028169014084507	0.0140845070422535	0.0136986301369863	0	0	0.230769230769231	0.13986013986014	0	0.0845070422535211	0.0140845070422535	0.222	38	0	4.94034671790605	0.927583863489805	0.978	1	5.28875719802935	5.43202711326632	5.42367608804778	5.52249744025505	5.42635770368423	5.45382547181145	5.43035070945941	5.27661671980088	5.39228542480519	2.52033333333333	3.67001730949461	4.286	58.98475	65.1602	25.9425	58.874	32.7355	15.6613499333333	20.3153664266667	17.93530019	15.6356532566667	27	67.31634092
TAOK3	low	898	0.0913140311804009	0.0121951219512195	0	0	0	0	0.203389830508475	0.127118644067797	0	0.0853658536585366	0.024390243902439	0.01	24	0	5.03956975523555	0.724214669790181	1.297	1	5.91150562260139	5.70735915683941	4.85791916935016	4.89320470930672	4.96999642932712	5.13367929626039	5.1527482458423	4.87721666291046	5.22304236678024	4.11749503724679	2.87566666666667	3.81433333333333	78.7755	178.172	1277.959	67.1755	38.822	23.47039986	7.456150055	18.18660021	15.03750038	1127.766	140.7789283
TGFBR1	low	503	0.0497017892644135	0	0	0	0	0	0.155844155844156	0.038961038961039	0	0.24	0.12	0.171	514	9	2.93125535384495	-0.558038336128097	1.326	0.582781456953642	4.88951112697894	4.88668818350384	4.8926394638718	4.89263974649764	4.8730991552436	4.8780772001807	4.86108958368777	4.83564098102404	4.87908483244553	3.40868027798676	3.43	2.61256980014361	111.936168138734	264.439578776776	103.965788880986	11.133	55.35473944767	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	82.9309789096696	4.619614183
TGFBR2	low	567	0.0634920634920635	0	0	0	0	0	0.175824175824176	0.0989010989010989	0	0.277777777777778	0.0277777777777778	0.093	438	12	3.29817837516089	0.149880778115121	0.013	0.23841059602649	4.23033645708366	4.33786802789848	4.02147850840766	4.05777830694222	3.83414888988995	3.58152264541653	3.36581811557573	3.30626538496881	3.86294549273925	2.28533333333333	4.63130126458135	2.71566666666667	54.279125	77.2408333333333	20.2845	68.5844375	37.2435	14.57088217125	23.7585001	17.82711633	4.01909180466667	28.8133333333333	380.8500992
TLK1	low	766	0.0757180156657963	0.0172413793103448	0	0	0	0	0.300751879699248	0.172932330827068	0	0.0689655172413793	0.0172413793103448	0.308	69	0	5.36421855762216	0.830241109802848	1.014	0.960264900662252	4.76327411425161	4.86625487991153	4.83369804248918	4.82115963268487	5.49277861144733	5.63732756617357	4.15016389754545	3.8786145863238	4.80997866643339	2.09611982566566	2.3666727668333	4.522	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	0.774177015	18.1529200284387	19.2548421031562	0.762445986	13.135	20.00015764
TNIK	low	1360	0.0617647058823529	0.0119047619047619	0	0.0104166666666667	0	0	0.296803652968037	0.182648401826484	0	0.107142857142857	0.0714285714285714	0.016	139	0	1.83657057722678	-0.597414576911475	1.09	0.827814569536424	5.06140240186979	5.02988468705681	5.45618008856989	5.52832063636244	5.40970320459745	5.49560372417612	5.32704560700371	5.12797731199247	5.31358282551021	3.35633333333333	2.15633333333333	4.04021040143887	111.936168138734	264.439578776776	103.965788880986	102.312612739814	35.333	36.846599575	18.1529200284387	26.32480049	16.6467992267176	43.54	50.52093153
TYK2	low	1187	0.037910699241786	0	0	0	0	0	0.132075471698113	0.0691823899371069	0	0.355555555555556	0.0666666666666667	0.114	298	1	5.72128619875172	0.686185805893506	2.265	0.986754966887417	5.10502713002801	5.10349141414906	5.00606797247498	4.9407335671819	5.12508753831696	4.69019403477764	5.28507397994243	5.17445869161721	5.13031415519059	3.93	1.91265661077299	3.30316666666667	25.769	66.175	19.693	72.5919	16.8585	23.71290016	18.1529200284387	22.69989967	16.6467992267176	89.264	40.72545127
AURKA	high	403	0.0794044665012407	0	0	0	0	0	0.419354838709677	0.209677419354839	0	0.3125	0.09375	0.087	546	6	5.78030173492121	0.487494012057198	1.353	1	4.50159747381078	4.2920991888934	4.36048528071917	4.33966659068628	4.87860339495431	4.89059423931884	4.64582423051632	4.76708934416586	4.59662759500014	4.14503795422403	4.416	4.148	111.936168138734	264.439578776776	11.895	102.312612739814	55.35473944767	19.3940506	26.60960026	38.14834976	3.244210005	4.73	3.558427547
WEE1	high	646	0.0541795665634675	0	0	0.0344827586206897	0.0114942528735632	0	0.373831775700935	0.308411214953271	0.0285714285714286	0.285714285714286	0.0285714285714286	0.483	451	0	5.88934361465682	0.452216802462551	1.201	0.993377483443709	4.88951112697894	4.88668818350384	4.8926394638718	4.89263974649764	4.8730991552436	4.8780772001807	4.86108958368777	4.83564098102404	4.87908483244553	2.82641866812491	2.8329996077131	3.8245	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	82.9309789096696	2.73463203
BLK	high	505	0.0653465346534653	0	0	0	0	0	0.2	0.0714285714285714	0	0.303030303030303	0.121212121212121	0.073	347	0	5.01514115487148	0	0.002	0.774834437086093	6.56692694239487	5.96508596963677	5.83432732718187	5.68948195761881	6.69559617731694	6.58827203967326	6.51300468953884	6.48526550043102	6.40246378410813	4.48633333333333	2.65666666666667	3.45919810448912	25.4345	77.121	8.366	56.339	55.35473944767	11.5840675835	18.1729002	18.23090076	7.310955048	75.3816666666667	24.478354835
CDK4	high	303	0.0363036303630363	0	0	0.0294117647058824	0	0	0.0769230769230769	0.0512820512820513	0	0.818181818181818	0.727272727272727	0.017	989	11	7.65715228924585	0.0828110168623775	1.846	1	5.88130633644173	5.97333351982636	5.74680252709258	5.68571728413627	5.9857473265263	5.87149533751094	5.77224515391427	5.67527006099379	5.84652533599372	1.95033333333333	3.95133333333333	3.72293276989583	111.936168138734	264.439578776776	103.965788880986	25.1645	28.409	10.73400021	10.95844984	19.2548421031562	16.6467992267176	6.96	19.62221649
FER	high	822	0.102189781021898	0.0476190476190476	0	0	0	0	0.206349206349206	0.0873015873015873	0	0.261904761904762	0.0595238095238095	0	189	1	2.33243851266082	0.304406972852764	2.431	0.986754966887417	5.02906210788514	4.99011896966763	4.85825960916121	4.85370779837108	5.05754589460702	4.97558590343209	5.01050080947825	4.99141630363554	4.98884210528291	3.40849479611023	4.04805264036496	3.718	77.99875	264.439578776776	103.965788880986	83.655	61.0115	17.3093667026667	14.7771501515	18.7628032333333	25.09354973	55.15	32.1496837
AAK1	high	961	0.0509885535900104	0.0204081632653061	0	0.0246913580246914	0	0.0204081632653061	0.32484076433121	0.197452229299363	0	0.102040816326531	0.0204081632653061	0.021	164	0	2.37069403473745	1.07253718516353	1.007	1	6.74371218722251	7.22460913390147	7.16933500439973	7.16000573310515	5.42756251132084	5.12759984184467	5.98327495859552	5.96203271389976	6.33097116538465	4.298	3.906	4.578	70.0430555555556	152.678	42.7316666666667	67.9075	38.7995	5.895807743	8.732749939	17.412245276	8.993812145	194.83	79.27653674
PTK2B	high	1009	0.0673934588701685	0.0147058823529412	0.0147058823529412	0	0	0	0.338235294117647	0.191176470588235	0	0.352941176470588	0.117647058823529	0.105	232	3	4.4425101789505	0.868117023158128	2.303	0.622516556291391	4.81476465395755	4.70511920286048	4.86273632956281	4.87745244122354	4.86685146336957	4.91870236927131	5.06107810838616	4.84918256716472	4.90135763881902	4.48366666666667	4.40067170584476	4.62866666666667	81.2885	113.6205	42.9435	70.497	30.502	14.695524695	18.1529200284387	18.18529987	12.04605007	100.18	298.5817853
CDK6	high	326	0.0552147239263804	0.222222222222222	0.111111111111111	0.025	0	0.0555555555555556	0.382978723404255	0.191489361702128	0	0.944444444444444	0.611111111111111	0.086	924	6	8.82613843657287	1.82345309196981	0	1	5.54872663696103	5.8386370990813	5.55011730871647	5.68150417042136	6.16825413593898	6.22173872088834	6.13056630164875	6.11499282342849	5.84941609581631	4.60865615144906	4.47664996949494	4.18933333333333	89.8075	211.216	29.855875	45.122	54.8033888888889	14.2033051648333	9.34196503933333	14.3271342911667	10.68397253825	13.79	8.533061539
CSK	high	450	0.0777777777777778	0	0	0	0	0	0.227272727272727	0.0757575757575758	0	0.542857142857143	0.314285714285714	0.069	441	0	6.42302734846594	0.00114704147491765	0.051	1	5.29196163361514	5.26415092768591	5.28672639055478	5.21562145707964	5.19542254812067	5.15468193501364	5.16872938457777	5.05615788067244	5.23570998921709	4.419	3.14466666666667	3.483	108.812	245.177	1683.24375	90.673	42.991	23.09295082	15.67885017	24.63000011	3.495239973	1769.404	112.938962
LIMK2	high	638	0.0595611285266458	0.0263157894736842	0	0	0	0	0.182692307692308	0.134615384615385	0	0.342105263157895	0.157894736842105	0.036	272	0	4.9825094491337	0.69005166379747	1.3	0.827814569536424	6.01434659752118	6.2710180818444	6.38678736436611	6.48375722322635	5.943762002164	6.01567682457076	5.97906117521217	5.92392711554881	6.08098928481586	3.97	4.27033333333333	3.33233333333333	111.936168138734	20.574	103.965788880986	102.312612739814	19.5925	13.64229965	13.95909977	19.2548421031562	16.6467992267176	12.485	19.22089748
CDK9	high	372	0.0779569892473118	0.517241379310345	0.137931034482759	0.115384615384615	0.0192307692307692	0.137931034482759	0.274509803921569	0.196078431372549	0.137931034482759	0.586206896551724	0.413793103448276	0.032	209	20	4.85220616217731	0.390872801280207	1.354	1	5.99381446987514	5.90384843665389	6.29190113866374	6.27082893653373	5.41941909935566	5.26982328682031	4.75094314900975	4.7903567979659	5.61401946422607	4.0004192283527	3.73133333333333	3.704	32.5305	67.8305	29.0055	29.742	37.5505	20.31554985	9.885700226	20.49399948	18.92345047	32.96	16.91504014
LIMK1	high	647	0.0463678516228748	0	0	0.0135135135135135	0	0	0.2	0.11	0	0.0666666666666667	0.0666666666666667	0.022	367	0	4.38260073291121	0.174441284941197	0.982	0.947019867549669	5.1035551041718	5.16500559394176	5.45453845602272	5.46438372697171	5.13580494657153	5.23184837176636	4.99137287161736	4.84101159191987	5.17131784459585	3.87233333333333	3.91203843953146	2.88962920609274	111.936168138734	264.439578776776	103.965788880986	23.368	39.312	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	35.99	26.19603857
ABL2	high	1182	0.0634517766497462	0.04	0.0266666666666667	0.0441176470588235	0	0.0666666666666667	0.305936073059361	0.219178082191781	0	0.0666666666666667	0	0.008	440	1	3.09315943604851	0.749609769686678	0.989	0.728476821192053	5.66887393311968	5.53586588194501	5.57483788400819	5.5937432597796	5.85654629058505	5.92295370821176	5.71163696981317	5.73797678278692	5.70297376938152	3.98547255989083	2.952	2.97100115628167	36.221	264.439578776776	25.744	102.312612739814	47.63	19.3322830233333	10.15215015	24.1532834366667	15.4953952633333	14.6966666666667	6.218239711
LCK	high	509	0.0451866404715128	0.0434782608695652	0.0434782608695652	0	0	0	0.486842105263158	0.355263157894737	0	0.782608695652174	0.565217391304348	0.071	554	7	8.29685433234361	1.30621434033967	1.723	0.80794701986755	5.53995247273689	5.65804803808746	5.93073354175729	5.91545358501349	5.62848816194784	5.63198168041427	5.75542750607107	5.6246984816322	5.71365042062827	4.16466666666667	3.31066666666667	3.36666666666667	66.839	113.8905	53.7155	78.6138125	43.9428571428571	11.90089989	10.362300159	12.85916268975	12.04605007	32.2425	41.8913020567
CDK17	high	523	0.0726577437858509	0.0263157894736842	0	0.0135135135135135	0	0.0263157894736842	0.239130434782609	0.195652173913043	0	0.631578947368421	0.421052631578947	0.134	760	0	4.00680705780812	0.821829729839831	1.824	1	5.15059064180129	4.91463721471222	5.01421017996863	5.0420181694519	4.89350639184656	4.46240364563756	4.88314169186113	5.29230949717209	4.9853622263694	3.47033333333333	3.906	3.915	20.5885	27.893	36.72725	80.6465	16.751	12.92234993	21.850800515	21.87435023	14.558522431	75.46	5.787802109
GAK	high	1311	0.045766590389016	0.0166666666666667	0	0.0155038759689923	0	0	0.263157894736842	0.119617224880383	0	0.4	0.166666666666667	0.021	1060	0	5.7009898847827	1.20227453289933	1.075	1	4.54755818447505	4.2486190281996	4.85523452977946	4.822143064799	5.66504758740246	5.511158982105	5.66708376604079	5.53273028739119	5.18373101692444	4.42805263276589	3.36637621074712	4.00333333333333	51.915	99.974	37.164	52.928	37.475	16.87400007	16.63964987	16.09110022	15.26124954	41.82	27.46678571
SIK2	high	926	0.0367170626349892	0.0294117647058824	0	0.0117647058823529	0.0117647058823529	0	0.138686131386861	0.0948905109489051	0.0294117647058824	0.382352941176471	0.205882352941176	0.17	45	0	3.76297165837485	0.0969055674962088	1.949	0.894039735099338	5.79965436975886	5.61038612204516	5.39524081845337	5.41105193232535	5.25839841767027	5.6206543119293	5.37447822527707	4.86603795721192	5.4569429577899	3.43701488984095	3.22666588766869	2.672	111.936168138734	264.439578776776	103.965788880986	102.312612739814	30.597	18.8283794238886	18.1529200284387	19.2548421031562	16.6467992267176	31.88	2.92726827
MAPK9	high	424	0.0660377358490566	0.0357142857142857	0	0	0	0	0.154929577464789	0.0563380281690141	0	0.321428571428571	0.142857142857143	0.134	482	0	5.06352907741591	-0.851816005874479	1.214	1	5.77418840768539	5.88079248480715	5.50981667640262	5.50071944106326	5.53937704715318	5.33261656644359	5.35347681170594	4.45352418952856	5.54421473573678	4.44066666666667	3.89666666666667	3.89859606430531	165.251	168.595	95.579125	78.6580833333333	29.937	16.43848753	17.1028125275	12.6782399003333	13.98464966	56.32	31.90457689
CDK5	high	292	0.0787671232876712	0.130434782608696	0.130434782608696	0.0512820512820513	0	0.0869565217391304	0.333333333333333	0.166666666666667	0.0869565217391304	0.652173913043478	0.478260869565217	0	151	1	5.50673548738243	0.125034682721861	1.526	1	5.80242808137403	5.70098652969115	6.18955200614149	6.03696412444566	6.0796746721179	6.07903985145708	5.72769595467046	5.69570193690373	5.94983767857597	4.67433333333333	4.08780568408497	4.786	176.1249	245.766	156.804	107.5005	54.427	14.96412992	15.06165028	15.9607501	11.49915028	84.96	189.3844756
TNK2	high	1038	0.0394990366088632	0.024390243902439	0	0.0175438596491228	0.0087719298245614	0	0.303703703703704	0.162962962962963	0	0.195121951219512	0.024390243902439	0.088	242	1	3.29365801368087	-0.481627901460819	1.458	0.708609271523179	5.44839416633606	5.33366143676125	5.28828773802819	5.39763802244992	4.78520155011511	4.45068584149108	4.06316683196284	4.10766489897928	4.89626257161055	3.45983074616626	3.34592372682344	3.183	41.507625	57.0015714285714	28.559	41.2	24.816	20.85347877	10.0060497906667	14.9155858587143	10.7046003333333	26.8716666666667	25.89268512
SRC	high	536	0.0578358208955224	0.0967741935483871	0.0645161290322581	0	0	0	0.375	0.270833333333333	0	0.0645161290322581	0.032258064516129	0.157	1160	12	4.38411758679292	0.242028485826897	1.018	0.960264900662252	7.27149013897587	6.97445455582409	6.58978047096876	6.64790295004469	7.26507252294276	7.15921830854047	7.1396553457035	7.09982459880969	7.06649961964772	4.58529373712656	3.51465001745753	4.01066666666667	47.238	125.264	61.803	97.568	57.9685	16.12290001	29.3560009	10.66429996	12.04605007	27.42	74.5960452614286
CDK2	high	298	0.0704697986577181	0.0476190476190476	0.0476190476190476	0.027027027027027	0	0	0.268292682926829	0.195121951219512	0.0952380952380952	0.666666666666667	0.619047619047619	0.349	1094	9	6.84166663428127	1.2503740093736	2.288	1	4.51644829525669	4.91978308165365	5.23037798916568	5.2949892278956	6.39936062400874	6.2744691716374	4.94681791633648	5.26766570751194	5.2732512061919	4.419	3.156	4.56233333333333	32.0715	47.3991	59.313	54.5524	23.6635	14.43145037	12.61835003	16.13320017	15.88680029	46.9	39.18305129
STK17A	high	414	0.0628019323671498	0	0	0.02	0	0	0.133333333333333	0.0666666666666667	0	0.192307692307692	0.0769230769230769	0.15	120	0	5.36674001852347	-0.510637701259949	1.781	0.913907284768212	4.88951112697894	4.88668818350384	4.8926394638718	4.89263974649764	4.8730991552436	4.8780772001807	4.86108958368777	4.83564098102404	4.87908483244553	3.207	2.68685107039299	4.492	111.936168138734	264.439578776776	103.965788880986	102.312612739814	55.35473944767	18.8283794238886	18.1529200284387	4.056155205	16.6467992267176	82.9309789096696	66.6062795486124
